#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#group,false,false,true,true,false,false,true,true,true,true
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,id,object
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-10T05:17:40Z,275,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-10T09:13:35Z,267,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-10T13:09:33Z,265,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-10T17:05:28Z,260,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-10T21:01:17Z,258,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-11T00:57:53Z,216,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-11T04:53:40Z,223,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-11T08:49:35Z,213,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-11T11:36:17Z,3232,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-11T20:37:19Z,202,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-12T00:33:18Z,194,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-12T04:29:10Z,196,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-12T08:24:58Z,194,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-12T12:20:57Z,188,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-12T18:14:51Z,181,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-12T22:10:43Z,175,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-13T02:06:42Z,169,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-13T06:02:33Z,170,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-13T09:58:27Z,161,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-13T13:54:27Z,156,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-13T17:50:24Z,149,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-13T21:46:13Z,144,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-14T01:42:16Z,131,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-14T05:38:04Z,137,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-14T09:33:59Z,125,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-14T14:42:16Z,1102,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-14T15:27:56Z,118,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-14T19:23:50Z,111,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-14T23:19:46Z,98,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-15T02:12:36Z,25,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-15T03:15:56Z,74,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-15T07:11:40Z,84,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-15T10:03:55Z,71,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-15T11:07:50Z,46,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-15T13:59:57Z,51,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-15T15:03:52Z,35,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-15T17:55:33Z,94,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-15T21:51:16Z,99,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-16T01:47:09Z,99,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-16T05:43:04Z,100,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-16T09:38:44Z,119,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-16T13:53:54Z,956,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-16T13:53:55Z,955,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-16T19:28:20Z,130,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-16T23:24:05Z,132,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-17T03:20:00Z,134,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-17T07:15:50Z,137,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-17T11:11:33Z,146,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-17T15:07:27Z,142,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-17T19:03:15Z,156,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-17T22:58:59Z,196,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-18T02:54:53Z,196,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-18T06:50:47Z,197,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-18T10:46:29Z,211,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-18T20:36:05Z,224,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-19T00:31:51Z,216,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-19T04:27:46Z,218,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-19T08:23:35Z,223,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-19T12:19:19Z,228,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-19T14:36:17Z,3225,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-19T20:11:01Z,237,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-20T00:06:44Z,236,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-20T04:02:39Z,234,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-20T07:58:31Z,236,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-20T11:54:14Z,246,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-20T15:50:06Z,239,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-20T19:45:56Z,252,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-20T23:41:39Z,254,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-21T08:39:31Z,36,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-25T11:39:42Z,3274,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-28T12:24:08Z,3186,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-31T12:45:53Z,637,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-31T13:35:48Z,3085,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-02T04:02:24Z,723,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-02T04:53:35Z,3046,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-07T15:51:47Z,1430,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-07T17:00:32Z,1188,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-09T03:02:33Z,1050,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-09T03:59:21Z,2837,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-13T04:50:18Z,1427,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-13T05:59:03Z,1226,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-16T01:15:20Z,1025,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-16T02:12:07Z,2841,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-17T02:56:32Z,1510,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-17T04:07:34Z,1290,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-21T22:24:39Z,55,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-22T00:22:11Z,76,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-22T02:20:04Z,66,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-22T04:17:59Z,60,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-22T06:15:57Z,50,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-22T08:13:36Z,70,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-22T10:11:18Z,81,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-22T18:02:30Z,89,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-22T21:58:07Z,103,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-22T23:55:53Z,108,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-23T02:15:03Z,712,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-23T03:06:22Z,3039,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-23T05:49:30Z,100,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-23T07:47:21Z,102,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-23T09:45:02Z,117,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-23T11:42:46Z,124,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-23T13:40:37Z,122,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-23T17:36:18Z,123,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-23T21:31:58Z,134,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-23T23:29:48Z,139,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-24T01:27:29Z,148,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-24T05:23:20Z,134,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-24T07:21:14Z,135,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-24T09:19:02Z,141,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-24T11:16:48Z,151,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-24T13:14:38Z,151,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-24T17:10:22Z,146,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-24T19:08:12Z,152,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-24T23:03:57Z,158,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-25T01:01:42Z,167,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-25T04:57:30Z,157,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-25T06:55:24Z,158,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-25T08:53:17Z,159,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-25T10:51:04Z,169,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-25T12:48:49Z,177,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-25T16:44:36Z,167,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-25T18:42:27Z,172,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-25T20:40:21Z,174,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-25T22:38:12Z,180,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-26T00:36:03Z,183,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-26T04:31:43Z,181,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-26T06:29:41Z,177,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-26T08:27:37Z,175,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-26T10:25:26Z,183,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-26T12:23:12Z,191,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-26T16:19:00Z,182,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-26T18:16:51Z,185,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-26T20:14:44Z,188,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-27T00:57:36Z,3168,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-27T04:06:03Z,205,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-27T06:04:05Z,193,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-27T08:02:02Z,192,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-27T09:59:53Z,197,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-11-27T11:57:43Z,201,duration,sci,S1BS,Mars

